original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
what is the best mba course after a b.e . in mechanical engineering ?	what is the best course to do after b.e in mechanical for a freshman ?	is is too colleges want india usa international	1.9961130086857056e-09	0.015936254980079684
what computers do not use a von neumann architecture ?	what are some promising non von neumann computing theories/architectures/technologies ?	what is n't	1.2519027210204138e-09	0.07029913404139841
what exercises can i do to be able to jump higher ?	how can i jump higher ?	how is	3.026188926929806e-09	0.1592232206741085
why is india performing bad in olympics ?	with a population of over 1 billion , why does india fail to shine in the olympics ?	is did you india indian is	5.85045365006396e-09	0.0935672514619883
what are the best strategy games ?	what is the best strategy for the game ?	how would it n't	1.3636047811673833e-16	0.06097910579008411
how many baha ’ is are there in india ?	what is the baha'is population in india ?	is some for a in	5.488116358607818e-09	0.05263157894736842
what is the best music album of all time ?	what are the best music albums to listen ?	why is	6.752340199052529e-10	0.028169014084507046
what is a mentalist ?	morgan strebler : what is a mentalist ?	how did not ?	7.109445940997322e-09	0.09644779332615717
should i buy iphone 7 or iphone 6s ?	should i buy a new iphone or wait for the new one ?	did n't buy iphone 7 iphone 7	0.3279715788126764	0.2767680464776912
is a cs master degree harder than a cs undergrad degree ?	how much harder is an ms degree in cs compared to a bs degree ?	how student for a or that engineering	3.378158390230129e-09	0.053333333333333344
how would you weigh a plane without scales ?	how do i weigh a plane without a scale ?	if the n't	5.525039797935208e-17	0.0
why do people ask questions on quora that are easily answerable via a quick internet search ?	why do so many people ask things on quora that they could just as easily google ?	why does is	1.2139947043215287e-10	0.055831518937674414
should i buy the iphone 6s or samsung galaxy s7 ?	which one out of samsung galaxy s7 and iphone 6s is better ?	how does new is iphone	3.011942117841947e-09	0.06986899563318778
what are todays best deals on google play or itunes gift cards ?	what are today 's best deals on google play or itunes gift cards ?	how you it possible for new for home	7.152731704838142e-17	0.0
how will gst affect gdp ?	how can gst increase gdp ?	is a india there a a	1.8257418577115442e-16	0.0183206106870229
who are the top british hip hop artists ?	who are some of the best british hip-hop artists ?	what are	6.752340199052529e-10	0.024316109422492398
if more vacuum energy appears with expansion and it has no limit , can infinite of this energy be created ? if yes is energy infinite ?	if dark energy is created with expansion can infinite of it be created ?	why is energy conserved it is the potential energy energy/potentiality infinite	0.16230978777532823	0.1402040673311628
what is the fastest internet speed in the world ?	what is the world record for the fastest internet speed ?	what is	0.018315638865839694	0.0612397002592725
what is the best way to study for finals ?	how do i study for finals ?	what is avoid	0.15218787853458912	0.11464071888535812
how do i apply for job in google as fresher ?	how do i apply for a job in google , being a fresher ?	how does for a a for	0.15869282811156457	0.11954914672996682
why tejas aircraft called indigenous when its parts are imported ?	how indigenous is hal tejas . most of it 's parts are imported ?	why is there	1.2685884526498375e-09	0.07008124113001399
when would the world war iii break out ?	why do you think world war 3 will happen ? i personally think it wo n't .	is did is die good	1.0047301075986612e-16	0.059627329192546596
what are some good libraries in mumbai ?	which is the best library in mumbai ?	how is the	0.10904738005983379	0.07552089518139535
how can latin be used to exorcise a demon ?	why is latin used to exorcise demons ?	how usa a how	4.749303160991089e-09	0.1254054054054054
how do i improve my writing skills ?	how can i improve my writing skills to write advanced composition ?	how do my account for for	0.2265870955445612	0.21050352240830736
how do i backup all data on android ?	how do i backup all data on my android ?	how is how	1.7471709924551733e-09	0.15246982273725987
do you think prostitution should be legalized in india ?	should the indian government legalize prostitution in india ?	how did for a on	1.0047301075986612e-16	0.09181750940474907
what will most likely cause world war iii ?	which country is most likely to start wwiii ?	did	1.0608259724462612e-14	0.05245901639344263
how do you add a profile picture on quora ?	how do i add a profile picture to my quora account ?	how	1.2340980390156643e-07	0.06266318537859007
what is one tourist spot someone can not afford to miss when they visit kerala ?	what are the tourist spots in kerala ?	how am am want	1.0619764713730698e-16	0.0
why does apple provide ios upgrades for free but charge users for mac os upgrades ?	what is apple 's rationale behind offering free ios upgrades but charging for mac os upgrades ?	why do is n't	6.427482884692692e-10	0.048235926599729924
if all 43 presidents were to run for president who would win ?	if all the previous u.s. presidents were alive and running for office in 2012 , who would win ?	is donald trump wins donald n't donald trump	7.152731704838142e-17	0.0
what are some of the best ways to start a conversation with a girl ?	how do i start having meaningful conversation with a girl ?	how you market know for for ? for	4.107339043435355e-09	0.09236673225355901
should we abolish the electoral college ? why or why not ?	should we abolish the electoral college ?	how do n't india	1.3636047811673833e-16	0.01293322807558881
what is the best optional subject for civil service ?	what is the best optional subject for civil service examination ?		0	0
did the moon landing happen or was it a hoax ?	is man landing on the moon true ?	did was moon ?	6.716528942095008e-09	0.1679790026246719
what programming language is used to write playstation games ?	in what language is playstation games written in ?	did you most game , best ?	3.666833724565372e-09	0.04396862204978797
should every developer use test-driven development ?	what are the benefits of test-driven development ?	how is	5.804285908809378e-17	0.0
is there any evidence that extraterrestrial beings exist ?	is there any proof or evidence of alien / extraterrestrial life existence ?	is there is it ?	0.17402435942550276	0.0793021159368574
how do i loose weight fast ?	how do i loose weight fast for operation ?	how do i my weight	0.4239476211681309	0.2912619890380034
what is the most delicious chocolate ?	what is the most delicious brand of chocolate ?	which glue is chocolate ?	0.25961383738216637	0.18013518270603365
what is the best computer programming language to learn ? by keeping present and future market in mind .	which computer language is the best to learn for the future ?	how do ? what is	0.09550659341652509	0.0399002493765586
how do i start freelancing as a web developer ?	how do i start freelancing as web developer ?	how did is it ?	4.493289639262571e-09	0.1422083636355549
how do i recover my gmail password ?	i do not remember my password to my gmail account , how can i recover my account ?	how your how	2.438373545820434e-09	0.06539509536784742
how do i prepare for civil service ?	how can i prepare for civil services ( ias ) ?	how do i to study ?	0.37001517758895625	0.22347118691102946
